,confirmados_novos,recuperados,total_testes,testes_pcr,tests_per_case_Australia,new_deaths_Canada,icu_patients_per_million_Canada,hosp_patients_Canada,icu_patients_per_million_Cyprus,new_deaths_Denmark,new_deaths_per_million_Denmark,icu_patients_Denmark,icu_patients_per_million_Denmark,hosp_patients_Denmark,hosp_patients_per_million_Denmark,new_cases_Dominican Republic,new_cases_per_million_Dominican Republic,new_tests_Dominican Republic,new_deaths_per_million_Georgia,new_deaths_Germany,new_deaths_per_million_Germany,icu_patients_Germany,icu_patients_per_million_Germany,new_deaths_Ireland,new_deaths_per_million_Ireland,icu_patients_Ireland,icu_patients_per_million_Ireland,hosp_patients_Ireland,hosp_patients_per_million_Ireland,new_tests_Ireland,new_tests_per_thousand_Ireland,new_cases_Japan,new_cases_per_million_Japan,new_tests_per_thousand_Japan,new_cases_Latvia,new_deaths_Latvia,new_cases_per_million_Latvia,new_deaths_per_million_Latvia,hosp_patients_Latvia,hosp_patients_per_million_Latvia,positive_rate_Latvia,new_deaths_Lithuania,positive_rate_Lithuania,positive_rate_Malta,new_cases_Mexico,new_deaths_Mexico,new_cases_per_million_Mexico,new_deaths_per_million_Mexico,new_tests_per_thousand_Mexico,new_cases_Monaco,new_cases_per_million_Montenegro,new_cases_Mozambique,new_cases_per_million_Mozambique,new_tests_Mozambique,new_tests_per_thousand_Mozambique,positive_rate_Mozambique,new_cases_Portugal,new_deaths_Portugal,new_cases_per_million_Portugal,new_deaths_per_million_Portugal,icu_patients_Portugal,icu_patients_per_million_Portugal,hosp_patients_Portugal,new_tests_per_thousand_Portugal,positive_rate_Portugal,new_cases_Russia,new_deaths_Russia,new_cases_per_million_Russia,new_cases_per_million_Slovakia,new_deaths_per_million_Slovakia,hosp_patients_Slovakia,hosp_patients_per_million_Slovakia,new_cases_Slovenia,new_deaths_per_million_Slovenia,icu_patients_Slovenia,icu_patients_per_million_Slovenia,hosp_patients_Slovenia,positive_rate_Slovenia,icu_patients_per_million_Spain,hosp_patients_Spain,positive_rate_Sweden,new_cases_United Arab Emirates,new_cases_per_million_United Arab Emirates,positive_rate_United Arab Emirates,new_vaccinations_United Arab Emirates,new_cases_United Kingdom,new_deaths_United Kingdom,new_cases_per_million_United Kingdom,new_deaths_per_million_United Kingdom,icu_patients_United Kingdom,icu_patients_per_million_United Kingdom,hosp_patients_United Kingdom,hosp_patients_per_million_United Kingdom,new_cases_United States,new_deaths_United States,new_cases_per_million_United States,new_deaths_per_million_United States,icu_patients_United States,icu_patients_per_million_United States,hosp_patients_United States,new_tests_United States
2020-06-30,259.0,300.0,15905.0,15905.0,809.9,12.0,2.544,756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752.0,69.322,3210.0,0.0,14.0,0.167,333.0,3.975,1.0,0.203,13.0,2.633,21.0,4.253,4591.0,0.93,139.0,1.099,0.037,1.0,0.0,0.53,0.0,7.0,3.711,0.001,0.0,0.003,0.001,5432.0,648.0,42.13,5.026,0.109,0.0,74.833,6.0,0.192,173.0,0.006,0.029,229.0,8.0,22.458,0.785,73.0,7.159,491.0,1.56,0.027,6683.0,154.0,45.795,0.366,0.0,5.0,0.916,15.0,0.0,0.0,0.0,8.0,0.011,0.0,0.0,0.0,421.0,42.567,0.008,0.0,404.0,54.0,5.951,0.795,279.0,4.11,3383.0,49.834,46420.0,555.0,140.241,1.677,0.0,0.0,0.0,854928.0
2020-07-01,352.0,293.0,16456.0,16456.0,734.8,10.0,2.464,740.0,0.0,1.0,0.173,11.0,1.899,29.0,5.007,819.0,75.498,2916.0,0.0,5.0,0.06,324.0,3.867,2.0,0.405,12.0,2.43,21.0,4.253,4551.0,0.922,223.0,1.763,0.052,3.0,0.0,1.59,0.0,5.0,2.651,0.001,0.0,0.003,0.001,5681.0,741.0,44.062,5.747,0.116,0.0,44.582,14.0,0.448,757.0,0.024,0.029,313.0,3.0,30.696,0.294,79.0,7.748,503.0,1.614,0.026,6550.0,215.0,44.883,3.663,0.0,5.0,0.916,13.0,0.0,0.0,0.0,8.0,0.014,0.0,0.0,0.0,402.0,40.645,0.008,0.0,63.0,97.0,0.928,1.429,259.0,3.815,3198.0,47.108,51820.0,702.0,156.555,2.121,0.0,0.0,0.0,884096.0
2020-07-02,378.0,299.0,15535.0,15535.0,703.7,16.0,2.332,635.0,0.0,0.0,0.0,9.0,1.554,29.0,5.007,810.0,74.669,3496.0,0.0,11.0,0.131,325.0,3.879,0.0,0.0,10.0,2.025,18.0,3.645,3792.0,0.768,217.0,1.716,0.043,1.0,0.0,0.53,0.0,4.0,2.121,0.001,1.0,0.003,0.001,6741.0,679.0,52.283,5.266,0.106,3.0,63.688,15.0,0.48,605.0,0.019,0.027,328.0,8.0,32.167,0.785,77.0,7.551,510.0,1.524,0.025,6752.0,147.0,46.267,2.381,0.0,4.0,0.733,21.0,0.0,0.0,0.0,9.0,0.014,0.0,0.0,0.0,400.0,40.443,0.007,0.0,6.0,41.0,0.088,0.604,239.0,3.521,3079.0,45.355,56636.0,710.0,171.104,2.145,0.0,0.0,0.0,858178.0
2020-07-03,455.0,327.0,14912.0,14912.0,509.9,7.0,2.305,649.0,0.0,0.0,0.0,6.0,1.036,27.0,4.661,951.0,87.667,3186.0,0.0,4.0,0.048,314.0,3.748,2.0,0.405,10.0,2.025,20.0,4.05,8049.0,1.63,130.0,1.028,0.052,0.0,0.0,0.0,0.0,4.0,2.121,0.001,0.0,0.002,0.0,6740.0,654.0,52.275,5.072,0.109,0.0,74.833,21.0,0.672,845.0,0.027,0.026,374.0,11.0,36.679,1.079,72.0,7.061,495.0,1.462,0.025,6710.0,176.0,45.98,3.663,0.0,5.0,0.916,16.0,0.0,0.0,0.0,10.0,0.015,0.0,0.0,0.0,672.0,67.945,0.008,0.0,502.0,49.0,7.395,0.722,231.0,3.403,2942.0,43.337,51351.0,669.0,155.138,2.021,0.0,0.0,0.0,798804.0
2020-07-04,413.0,348.0,12895.0,12895.0,438.5,8.0,2.093,632.0,0.0,0.0,0.0,6.0,1.036,26.0,4.489,1036.0,95.502,3645.0,0.0,10.0,0.119,320.0,3.819,1.0,0.203,11.0,2.228,22.0,4.455,8312.0,1.683,276.0,2.182,0.025,1.0,0.0,0.53,0.0,5.0,2.651,0.001,0.0,0.002,0.0,6914.0,523.0,53.625,4.056,0.051,0.0,90.755,30.0,0.96,714.0,0.023,0.029,413.0,7.0,40.503,0.686,73.0,7.159,489.0,1.265,0.025,6623.0,167.0,45.383,5.312,0.0,5.0,0.916,29.0,0.0,0.0,0.0,6.0,0.016,0.0,0.0,0.0,716.0,72.393,0.009,0.0,625.0,32.0,9.207,0.471,220.0,3.241,2801.0,41.26,45693.0,315.0,138.044,0.952,0.0,0.0,0.0,619276.0
2020-07-05,328.0,245.0,7044.0,7044.0,408.1,2.0,2.04,615.0,0.0,0.0,0.0,6.0,1.036,24.0,4.144,1241.0,114.4,2627.0,0.0,3.0,0.036,299.0,3.569,0.0,0.0,10.0,2.025,20.0,4.05,7000.0,1.418,207.0,1.637,0.021,1.0,0.0,0.53,0.0,5.0,2.651,0.001,0.0,0.003,0.0,4683.0,273.0,36.321,2.117,0.041,2.0,97.124,18.0,0.576,627.0,0.02,0.029,328.0,9.0,32.167,0.883,73.0,7.159,504.0,0.691,0.024,6719.0,134.0,46.041,2.747,0.0,6.0,1.099,21.0,0.0,0.0,0.0,6.0,0.017,0.0,0.0,0.0,683.0,69.057,0.01,0.0,519.0,19.0,7.645,0.28,217.0,3.197,2741.0,40.377,50747.0,326.0,153.313,0.985,0.0,0.0,0.0,527082.0
2020-07-06,232.0,149.0,12207.0,12207.0,372.9,13.0,1.908,597.0,0.0,1.0,0.173,7.0,1.209,23.0,3.971,703.0,64.805,1098.0,0.0,-1.0,-0.012,305.0,3.64,0.0,0.0,10.0,2.025,19.0,3.848,6529.0,1.322,180.0,1.423,0.065,3.0,0.0,1.59,0.0,5.0,2.651,0.001,0.0,0.003,0.0,4902.0,480.0,38.02,3.723,0.12,0.0,95.532,25.0,0.8,911.0,0.029,0.028,232.0,6.0,22.752,0.588,74.0,7.257,513.0,1.197,0.023,6569.0,135.0,45.013,0.183,0.0,6.0,1.099,16.0,0.0,0.0,0.0,11.0,0.018,0.0,0.0,0.0,528.0,53.385,0.011,0.0,359.0,11.0,5.288,0.162,209.0,3.079,2699.0,39.758,43106.0,377.0,130.229,1.139,0.0,0.0,0.0,725561.0
2020-07-07,287.0,279.0,16690.0,16690.0,357.3,7.0,1.855,582.0,0.0,2.0,0.345,5.0,0.863,17.0,2.935,302.0,27.839,3654.0,0.0,10.0,0.119,292.0,3.485,1.0,0.203,9.0,1.823,20.0,4.05,6161.0,1.248,207.0,1.637,0.056,7.0,0.0,3.711,0.0,5.0,2.651,0.002,0.0,0.004,0.001,6258.0,895.0,48.537,6.942,0.119,0.0,105.085,28.0,0.896,1104.0,0.035,0.027,287.0,9.0,28.146,0.883,76.0,7.453,511.0,1.637,0.024,6363.0,198.0,43.602,0.366,0.0,7.0,1.282,23.0,0.0,0.0,0.0,12.0,0.019,0.0,0.0,0.0,532.0,53.79,0.011,0.0,584.0,54.0,8.603,0.795,197.0,2.902,2598.0,38.27,60661.0,1161.0,183.264,3.508,0.0,0.0,0.0,902338.0
2020-07-08,443.0,269.0,17180.0,17180.0,332.2,12.0,1.908,556.0,0.0,0.0,0.0,5.0,0.863,18.0,3.108,1158.0,106.749,4087.0,0.0,14.0,0.167,287.0,3.425,-4.0,-0.81,9.0,1.823,12.0,2.43,4361.0,0.883,206.0,1.629,0.061,7.0,0.0,3.711,0.0,5.0,2.651,0.002,0.0,0.004,0.0,6995.0,782.0,54.253,6.065,0.114,0.0,84.387,31.0,0.992,556.0,0.018,0.031,443.0,2.0,43.445,0.196,74.0,7.257,512.0,1.685,0.025,6534.0,172.0,44.774,5.678,0.0,7.0,1.282,24.0,0.0,0.0,0.0,14.0,0.017,0.0,0.0,0.0,445.0,44.993,0.012,0.0,637.0,57.0,9.383,0.84,185.0,2.725,2454.0,36.149,60119.0,823.0,181.627,2.486,0.0,0.0,0.0,979416.0
2020-07-09,418.0,335.0,15258.0,15258.0,265.3,10.0,1.855,526.0,0.0,0.0,0.0,5.0,0.863,18.0,3.108,1202.0,110.805,3425.0,0.0,11.0,0.131,272.0,3.246,5.0,1.013,9.0,1.823,13.0,2.633,3945.0,0.799,356.0,2.815,0.061,13.0,0.0,6.892,0.0,4.0,2.121,0.003,0.0,0.004,0.001,7280.0,730.0,56.464,5.662,0.109,0.0,93.94,21.0,0.672,1002.0,0.032,0.03,418.0,13.0,40.994,1.275,73.0,7.159,487.0,1.496,0.026,6491.0,176.0,44.479,9.708,0.0,7.0,1.282,13.0,0.0,0.0,0.0,15.0,0.017,0.0,0.0,0.0,532.0,53.79,0.013,0.0,643.0,31.0,9.472,0.457,188.0,2.769,2344.0,34.528,62509.0,1020.0,188.847,3.082,0.0,0.0,0.0,1010985.0
2020-07-10,402.0,301.0,15807.0,15807.0,272.6,14.0,1.934,527.0,0.0,0.0,0.0,4.0,0.691,17.0,2.935,1125.0,103.707,3590.0,0.0,6.0,0.072,276.0,3.294,1.0,0.203,9.0,1.823,11.0,2.228,9330.0,1.89,427.0,3.376,0.071,11.0,0.0,5.832,0.0,3.0,1.59,0.004,0.0,0.004,0.0,6891.0,665.0,53.446,5.158,0.11,0.0,0.0,19.0,0.608,1312.0,0.042,0.028,402.0,2.0,39.424,0.196,66.0,6.473,471.0,1.55,0.026,6623.0,174.0,45.383,3.48,0.0,7.0,1.282,17.0,0.0,0.0,0.0,16.0,0.019,0.0,0.0,0.0,473.0,47.824,0.012,0.0,524.0,34.0,7.719,0.501,191.0,2.814,2243.0,33.041,68057.0,816.0,205.609,2.465,0.0,0.0,0.0,1013471.0
2020-07-11,342.0,305.0,12236.0,12236.0,261.0,3.0,1.775,529.0,0.0,0.0,0.0,5.0,0.863,15.0,2.59,1199.0,110.528,3538.0,0.0,7.0,0.084,253.0,3.02,2.0,0.405,10.0,2.025,13.0,2.633,8929.0,1.808,386.0,3.052,0.042,8.0,0.0,4.241,0.0,3.0,1.59,0.005,0.0,0.004,0.0,6094.0,539.0,47.265,4.18,0.054,1.0,230.869,24.0,0.768,1081.0,0.035,0.025,542.0,8.0,53.154,0.785,68.0,6.669,459.0,1.2,0.028,6586.0,188.0,45.13,4.213,0.0,7.0,1.282,34.0,0.0,0.0,0.0,16.0,0.018,0.0,0.0,0.0,403.0,40.747,0.011,0.0,826.0,17.0,12.167,0.25,168.0,2.475,2118.0,31.199,60017.0,729.0,181.319,2.202,0.0,0.0,0.0,838030.0
2020-07-12,291.0,252.0,6630.0,6630.0,259.2,5.0,1.775,514.0,0.0,0.0,0.0,6.0,1.036,18.0,3.108,1418.0,130.716,2969.0,0.0,1.0,0.012,254.0,3.032,0.0,0.0,11.0,2.228,12.0,2.43,8717.0,1.765,411.0,3.25,0.015,0.0,0.0,0.0,0.0,3.0,1.59,0.004,0.0,0.004,0.0,4482.0,276.0,34.762,2.141,0.042,0.0,90.755,22.0,0.704,1857.0,0.059,0.022,291.0,6.0,28.539,0.588,64.0,6.277,462.0,0.65,0.027,6587.0,130.0,45.137,1.465,0.0,7.0,1.282,14.0,0.0,1.0,0.481,16.0,0.017,0.0,0.0,0.0,401.0,40.544,0.01,0.0,650.0,9.0,9.575,0.133,159.0,2.342,2100.0,30.934,58424.0,472.0,176.506,1.426,0.0,0.0,0.0,695657.0
2020-07-13,306.0,158.0,13179.0,13179.0,239.7,8.0,1.828,525.0,0.0,1.0,0.173,6.0,1.036,18.0,3.108,974.0,89.787,2101.0,0.0,3.0,0.036,263.0,3.139,0.0,0.0,10.0,2.025,11.0,2.228,7664.0,1.552,284.0,2.245,0.083,1.0,1.0,0.53,0.53,4.0,2.121,0.004,0.0,0.003,0.0,4685.0,485.0,36.337,3.762,0.128,0.0,105.085,62.0,1.984,-87.0,-0.003,0.03,306.0,2.0,30.01,0.196,63.0,6.178,467.0,1.292,0.028,6511.0,104.0,44.616,0.183,0.0,7.0,1.282,8.0,0.0,1.0,0.481,17.0,0.016,0.0,0.0,0.0,344.0,34.781,0.01,0.0,537.0,10.0,7.91,0.147,162.0,2.386,2112.0,31.111,58930.0,448.0,178.035,1.353,0.0,0.0,0.0,867709.0
2020-07-14,233.0,485.0,18244.0,18244.0,225.6,5.0,1.881,530.0,0.0,0.0,0.0,6.0,1.036,17.0,2.935,799.0,73.655,4035.0,0.0,4.0,0.048,256.0,3.055,0.0,0.0,10.0,2.025,13.0,2.633,6400.0,1.296,312.0,2.467,0.088,0.0,0.0,0.0,0.0,3.0,1.59,0.003,0.0,0.004,0.0,7051.0,836.0,54.687,6.484,0.123,0.0,0.0,49.0,1.568,884.0,0.028,0.035,233.0,6.0,22.851,0.588,69.0,6.767,472.0,1.789,0.027,6240.0,175.0,42.759,1.099,0.0,7.0,1.282,10.0,0.0,1.0,0.481,17.0,0.016,0.0,0.0,0.0,375.0,37.916,0.009,0.0,1240.0,44.0,18.266,0.648,145.0,2.136,1993.0,29.358,68051.0,929.0,205.591,2.807,0.0,0.0,0.0,1002401.0
2020-07-15,375.0,560.0,16174.0,16174.0,208.5,14.0,1.722,503.0,0.0,0.0,0.0,6.0,1.036,19.0,3.28,1366.0,125.923,3173.0,0.0,2.0,0.024,246.0,2.936,2.0,0.405,8.0,1.62,12.0,2.43,4387.0,0.888,735.0,5.811,0.09,4.0,0.0,2.121,0.0,3.0,1.59,0.003,0.0,0.004,0.0,6149.0,579.0,47.692,4.491,0.131,0.0,0.0,62.0,1.984,806.0,0.026,0.038,375.0,8.0,36.777,0.785,68.0,6.669,478.0,1.586,0.026,6410.0,156.0,43.924,3.48,0.0,6.0,1.099,19.0,0.0,2.0,0.962,16.0,0.017,0.0,0.0,0.0,275.0,27.805,0.009,0.0,538.0,26.0,7.925,0.383,153.0,2.254,1974.0,29.078,68090.0,974.0,205.708,2.943,9252.0,27.951,33804.0,1033606.0
2020-07-16,339.0,366.0,15671.0,15671.0,202.7,12.0,1.59,491.0,0.0,0.0,0.0,5.0,0.863,17.0,2.935,1072.0,98.821,3769.0,0.0,7.0,0.084,251.0,2.996,1.0,0.203,8.0,1.62,12.0,2.43,4316.0,0.874,338.0,2.672,0.132,1.0,0.0,0.53,0.0,3.0,1.59,0.002,0.0,0.004,0.0,6406.0,668.0,49.685,5.181,0.126,0.0,0.0,53.0,1.696,1143.0,0.037,0.042,339.0,3.0,33.246,0.294,72.0,7.061,476.0,1.537,0.025,6415.0,167.0,43.958,4.396,0.0,7.0,1.282,19.0,0.0,1.0,0.481,18.0,0.019,0.0,0.0,0.0,281.0,28.411,0.008,0.0,647.0,24.0,9.531,0.354,142.0,2.092,1829.0,26.942,75866.0,955.0,229.201,2.885,9800.0,29.607,38587.0,1027582.0
2020-07-17,312.0,314.0,16066.0,16066.0,201.4,10.0,1.722,483.0,0.0,1.0,0.173,5.0,0.863,20.0,3.453,1370.0,126.292,3814.0,0.0,1.0,0.012,246.0,2.936,3.0,0.608,8.0,1.62,12.0,2.43,9512.0,1.926,594.0,4.697,0.103,6.0,0.0,3.181,0.0,2.0,1.06,0.002,0.0,0.005,0.0,7257.0,736.0,56.285,5.708,0.126,0.0,1079.511,19.0,0.608,528.0,0.017,0.047,312.0,3.0,30.598,0.294,67.0,6.571,447.0,1.576,0.024,6389.0,186.0,43.78,2.564,0.0,9.0,1.648,19.0,0.0,1.0,0.481,19.0,0.017,0.0,0.0,0.0,293.0,29.625,0.007,0.0,687.0,26.0,10.12,0.383,143.0,2.106,1804.0,26.574,72236.0,925.0,218.234,2.795,10705.0,32.341,40117.0,1046329.0
2020-07-18,313.0,363.0,12522.0,12522.0,195.7,3.0,1.802,470.0,0.0,0.0,0.0,2.0,0.345,16.0,2.762,1406.0,129.61,3833.0,0.0,3.0,0.036,246.0,2.936,1.0,0.203,8.0,1.62,10.0,2.025,9243.0,1.872,842.0,6.657,0.057,4.0,0.0,2.121,0.0,3.0,1.59,0.001,1.0,0.006,0.0,7615.0,578.0,59.062,4.483,0.062,0.0,170.365,33.0,1.056,958.0,0.031,0.049,313.0,2.0,30.696,0.196,65.0,6.375,452.0,1.228,0.022,6214.0,122.0,42.581,2.015,0.0,9.0,1.648,24.0,0.0,2.0,0.962,19.0,0.016,0.0,0.0,0.0,289.0,29.22,0.007,0.0,829.0,9.0,12.212,0.133,137.0,2.018,1776.0,26.162,62536.0,858.0,188.929,2.592,10970.0,33.142,40450.0,908864.0
2020-07-19,246.0,216.0,7536.0,7536.0,191.9,4.0,1.881,481.0,0.0,0.0,0.0,3.0,0.518,19.0,3.28,1336.0,123.157,3396.0,0.0,1.0,0.012,249.0,2.972,0.0,0.0,9.0,1.823,10.0,2.025,8630.0,1.748,500.0,3.953,0.026,3.0,0.0,1.59,0.0,3.0,1.59,0.002,0.0,0.006,0.0,5311.0,296.0,41.192,2.296,0.043,0.0,184.695,56.0,1.792,1376.0,0.044,0.06,246.0,5.0,24.125,0.49,61.0,5.982,439.0,0.739,0.021,6096.0,95.0,41.772,0.549,0.0,9.0,1.648,6.0,0.481,3.0,1.443,19.0,0.016,0.0,0.0,0.024,211.0,21.334,0.006,0.0,726.0,11.0,10.694,0.162,131.0,1.93,1742.0,25.661,60456.0,485.0,182.645,1.465,10277.0,31.048,37963.0,717178.0
2020-07-20,135.0,178.0,13662.0,13662.0,191.4,4.0,2.093,488.0,0.0,0.0,0.0,3.0,0.518,18.0,3.108,1101.0,101.494,2345.0,0.251,2.0,0.024,245.0,2.924,0.0,0.0,8.0,1.62,12.0,2.43,8415.0,1.704,260.0,2.056,0.126,0.0,0.0,0.0,0.0,3.0,1.59,0.001,0.0,0.006,0.0,5172.0,301.0,40.114,2.335,0.135,0.0,0.0,16.0,0.512,1231.0,0.039,0.042,135.0,2.0,13.24,0.196,61.0,5.982,454.0,1.34,0.02,5901.0,85.0,40.436,0.183,0.0,9.0,1.648,7.0,0.481,3.0,1.443,19.0,0.02,0.0,0.0,0.024,271.0,27.4,0.006,0.0,586.0,10.0,8.632,0.147,129.0,1.9,1734.0,25.543,62107.0,563.0,187.633,1.701,11297.0,34.13,41190.0,907336.0
2020-07-21,127.0,222.0,17212.0,17212.0,178.0,7.0,1.961,496.0,0.0,0.0,0.0,4.0,0.691,18.0,3.108,841.0,77.526,3760.0,0.0,5.0,0.06,251.0,2.996,0.0,0.0,7.0,1.418,13.0,2.633,6674.0,1.352,757.0,5.985,0.096,1.0,0.0,0.53,0.0,2.0,1.06,0.002,0.0,0.005,0.0,6859.0,915.0,53.198,7.097,0.128,2.0,307.295,29.0,0.928,866.0,0.028,0.039,127.0,6.0,12.455,0.588,62.0,6.08,439.0,1.688,0.019,5828.0,153.0,39.936,7.51,0.0,10.0,1.832,24.0,0.481,3.0,1.443,22.0,0.021,0.0,0.0,0.023,305.0,30.838,0.006,0.0,445.0,25.0,6.555,0.368,137.0,2.018,1634.0,24.07,64461.0,1085.0,194.745,3.278,11463.0,34.631,42216.0,1034990.0
2020-07-22,252.0,230.0,15747.0,15747.0,171.9,4.0,2.067,496.0,0.0,0.0,0.0,4.0,0.691,16.0,2.762,1246.0,114.861,4107.0,0.0,3.0,0.036,248.0,2.96,1.0,0.203,6.0,1.215,14.0,2.835,4619.0,0.935,673.0,5.321,0.129,4.0,0.0,2.121,0.0,2.0,1.06,0.002,0.0,0.006,0.001,6019.0,790.0,46.683,6.127,0.127,1.0,144.89,21.0,0.672,839.0,0.027,0.033,252.0,5.0,24.714,0.49,59.0,5.786,439.0,1.544,0.018,5850.0,165.0,40.086,6.777,0.0,12.0,2.198,29.0,0.481,2.0,0.962,22.0,0.023,0.0,0.0,0.024,236.0,23.862,0.006,0.0,563.0,17.0,8.293,0.25,110.0,1.62,1747.0,25.734,70579.0,1224.0,213.228,3.698,12459.0,37.64,46004.0,1108236.0
2020-07-23,229.0,370.0,15759.0,15759.0,182.9,8.0,2.067,511.0,0.0,1.0,0.173,3.0,0.518,19.0,3.28,1572.0,144.913,3961.0,0.0,8.0,0.095,234.0,2.793,9.0,1.823,6.0,1.215,13.0,2.633,4067.0,0.824,978.0,7.733,0.066,6.0,0.0,3.181,0.0,2.0,1.06,0.002,0.0,0.007,0.001,8438.0,718.0,65.445,5.569,0.123,2.0,154.443,25.0,0.8,629.0,0.02,0.031,229.0,3.0,22.458,0.294,59.0,5.786,431.0,1.545,0.016,5830.0,147.0,39.949,5.678,0.0,12.0,2.198,27.0,0.0,2.0,0.962,24.0,0.024,0.0,0.0,0.023,254.0,25.681,0.006,0.0,779.0,9.0,11.475,0.133,111.0,1.635,1538.0,22.656,68445.0,1070.0,206.781,3.233,13745.0,41.525,47476.0,1082476.0
2020-07-24,313.0,318.0,15246.0,15246.0,177.4,4.0,1.881,484.0,0.0,1.0,0.173,3.0,0.518,16.0,2.762,1462.0,134.773,4635.0,0.0,10.0,0.119,235.0,2.805,0.0,0.0,5.0,1.013,11.0,2.228,8980.0,1.819,769.0,6.08,0.045,2.0,0.0,1.06,0.0,3.0,1.59,0.002,0.0,0.008,0.002,7573.0,737.0,58.736,5.716,0.122,2.0,152.851,8.0,0.256,732.0,0.023,0.028,313.0,7.0,30.696,0.686,52.0,5.1,420.0,1.495,0.017,5779.0,153.0,39.6,5.312,0.0,14.0,2.564,19.0,0.0,2.0,0.962,23.0,0.022,0.0,0.0,0.023,261.0,26.389,0.006,0.0,769.0,32.0,11.328,0.471,104.0,1.532,1453.0,21.404,73319.0,1106.0,221.506,3.341,13600.0,41.087,46693.0,1072736.0
2020-07-25,263.0,323.0,11835.0,11835.0,171.3,4.0,1.775,425.0,0.0,0.0,0.0,3.0,0.518,17.0,2.935,1819.0,167.682,5487.0,0.0,4.0,0.048,247.0,2.948,1.0,0.203,5.0,1.013,10.0,2.025,8888.0,1.8,801.0,6.333,0.075,1.0,0.0,0.53,0.0,3.0,1.59,0.002,0.0,0.01,0.002,6751.0,729.0,52.361,5.654,0.058,0.0,130.56,26.0,0.832,591.0,0.019,0.029,263.0,4.0,25.793,0.392,50.0,4.904,410.0,1.161,0.016,5833.0,146.0,39.97,4.213,0.0,14.0,2.564,14.0,0.481,4.0,1.924,19.0,0.024,0.0,0.0,0.023,313.0,31.647,0.006,0.0,770.0,15.0,11.343,0.221,93.0,1.37,1400.0,20.623,64953.0,931.0,196.231,2.813,14239.0,43.018,51484.0,880541.0
2020-07-26,209.0,207.0,6422.0,6422.0,160.0,4.0,1.696,398.0,0.0,0.0,0.0,3.0,0.518,23.0,3.971,2012.0,185.474,3867.0,0.0,0.0,0.0,265.0,3.163,0.0,0.0,5.0,1.013,11.0,2.228,8016.0,1.623,864.0,6.831,0.03,13.0,0.0,6.892,0.0,2.0,1.06,0.003,0.0,0.01,0.003,5480.0,306.0,42.503,2.373,0.04,0.0,82.794,53.0,1.696,978.0,0.031,0.03,209.0,1.0,20.497,0.098,48.0,4.707,403.0,0.63,0.016,5741.0,77.0,39.34,6.96,0.0,14.0,2.564,16.0,0.0,4.0,1.924,21.0,0.024,0.0,0.0,0.022,351.0,35.489,0.006,0.0,750.0,8.0,11.048,0.118,92.0,1.355,1382.0,20.358,54816.0,531.0,165.606,1.604,12249.0,37.006,43090.0,676620.0
2020-07-27,135.0,158.0,13333.0,13333.0,157.4,13.0,1.669,401.0,0.0,0.0,0.0,3.0,0.518,22.0,3.798,1248.0,115.045,2310.0,0.0,1.0,0.012,257.0,3.067,0.0,0.0,6.0,1.215,11.0,2.228,5804.0,1.175,594.0,4.697,0.191,0.0,0.0,0.0,0.0,2.0,1.06,0.003,0.0,0.015,0.003,4973.0,342.0,38.57,2.653,0.125,0.0,149.667,32.0,1.024,1043.0,0.033,0.034,135.0,2.0,13.24,0.196,45.0,4.413,414.0,1.308,0.016,5607.0,85.0,38.421,0.366,0.0,14.0,2.564,5.0,0.0,3.0,1.443,20.0,0.022,0.0,0.0,0.022,264.0,26.693,0.006,0.0,688.0,3.0,10.135,0.044,97.0,1.429,1369.0,20.166,56783.0,1127.0,171.548,3.405,14061.0,42.48,46794.0,797022.0
2020-07-28,111.0,251.0,16955.0,16955.0,168.1,10.0,1.722,412.0,0.0,0.0,0.0,3.0,0.518,22.0,3.798,534.0,49.226,3471.0,0.0,6.0,0.072,253.0,3.02,0.0,0.0,6.0,1.215,10.0,2.025,4965.0,1.006,974.0,7.701,0.143,1.0,0.0,0.53,0.0,2.0,1.06,0.003,0.0,0.015,0.004,7208.0,854.0,55.905,6.624,0.125,1.0,89.163,19.0,0.608,616.0,0.02,0.034,111.0,3.0,10.886,0.294,41.0,4.021,402.0,1.663,0.016,5380.0,149.0,36.866,4.213,0.0,15.0,2.747,14.0,0.481,3.0,1.443,17.0,0.02,0.0,0.0,0.023,369.0,37.309,0.006,0.0,553.0,21.0,8.146,0.309,93.0,1.37,1368.0,20.151,66412.0,1331.0,200.639,4.021,14448.0,43.649,47845.0,964227.0
2020-07-29,203.0,249.0,16712.0,16712.0,149.4,5.0,1.722,403.0,0.0,1.0,0.173,3.0,0.518,21.0,3.626,1492.0,137.538,4932.0,0.251,4.0,0.048,255.0,3.044,0.0,0.0,4.0,0.81,10.0,2.025,4740.0,0.96,1266.0,10.01,0.148,4.0,0.0,2.121,0.0,3.0,1.59,0.003,0.0,0.015,0.005,5752.0,485.0,44.612,3.762,0.119,3.0,106.677,28.0,0.896,1130.0,0.036,0.033,203.0,3.0,19.908,0.294,43.0,4.217,403.0,1.639,0.015,5449.0,167.0,37.339,7.51,0.0,12.0,2.198,14.0,0.0,4.0,1.924,21.0,0.02,0.0,0.0,0.023,375.0,37.916,0.006,0.0,802.0,34.0,11.814,0.501,87.0,1.282,1349.0,19.872,71873.0,1411.0,217.137,4.263,13895.0,41.979,45357.0,1038518.0
