Date,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00
08-04-2014,56.14569,56.61136,57.37638,60.61939,55.38068,46.10067,36.32174,35.67314,42.10927,52.73637,56.97724,55.13121,55.48046,60.71917,60.86885,54.63229,45.85121,44.10497,36.97034,31.28260,23.84862,13.77033,14.76818,10.17807
09-04-2014,18.89263,19.55786,22.95055,18.85937,15.16732,9.57936,8.28216,10.52732,12.57291,28.18926,49.89250,58.27444,53.03573,52.53680,62.61509,61.21810,66.40692,54.73207,42.95744,43.90540,30.63400,34.42583,18.21076,9.82882
10-04-2014,11.90768,21.55356,18.56001,16.06539,10.92646,3.29291,5.63785,14.61850,22.40173,42.60820,49.44347,52.53680,61.41767,61.36778,60.12046,46.74927,43.20691,37.26970,28.38883,29.33679,28.63830,23.05034,24.79657,23.79872
11-04-2014,26.94195,35.25737,31.08303,31.03314,20.80517,10.62710,6.78538,7.53377,10.72689,18.31055,30.38453,42.40863,55.63014,59.37208,52.53680,48.39573,56.52820,44.65379,23.39958,11.92431,4.88947,5.28861,0.99785,2.14538
12-04-2014,4.12445,2.59441,6.78538,0.99785,3.69205,6.33635,14.56861,21.00474,32.77937,40.16346,43.70583,48.09637,65.45896,59.42197,51.08992,55.13121,50.69078,51.98799,52.13766,46.25035,43.55615,40.41293,31.53206,26.09378
13-04-2014,31.59858,35.45694,36.52131,33.82712,22.40173,32.82927,30.28475,28.48862,46.05078,49.34368,52.43702,62.81466,76.98413,65.60864,73.29208,72.04477,67.60434,66.60649,57.57595,44.35443,42.30884,44.10497,28.98754,32.62970
14-04-2014,31.73163,44.23802,40.91185,33.52776,35.97249,37.21981,23.24991,19.30840,24.94625,33.22841,,,,36.72088,38.51701,30.03529,36.52131,37.76862,26.99184,20.60560,34.82497,43.35658,35.17421,37.07013
15-04-2014,44.50411,38.51701,23.34969,13.82022,16.46453,13.22151,5.48818,12.02409,34.12647,44.35443,51.13981,57.32648,57.42627,54.68218,58.37423,55.33078,48.09637,49.99229,41.46067,42.05938,38.26755,29.73593,26.59270,19.45808
16-04-2014,30.46769,55.61351,56.02928,49.39358,21.50367,18.75958,19.80732,22.65120,35.57335,46.30024,53.73422,54.68218,61.01853,70.94714,67.90369,63.86240,68.90154,62.41552,53.98369,54.08347,48.54540,38.96604,24.59700,20.05679
17-04-2014,29.00417,35.45694,36.67099,31.83142,24.69679,11.62495,8.73119,13.32130,21.35399,29.88561,42.10927,56.47831,59.47186,54.33293,23.99829,29.33679,25.24561,31.58195,22.70109,17.51227,13.37119,22.35184,24.39743,29.13722
