Date,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00
24-02-2014,68.15116,64.36133,66.39993,65.75582,63.34252,58.94400,54.22467,50.14795,47.94969,50.89933,52.40110,53.52767,57.87131,59.21242,61.51845,59.10515,57.92519,55.45801,50.46976,57.44223,58.40765,54.06401,53.09809,61.78737
25-02-2014,63.86040,67.00762,68.86712,71.49396,74.92806,74.01552,73.64033,69.45685,69.08116,69.99319,74.39121,78.78924,81.84665,82.43588,83.07999,79.37897,73.15737,70.69069,65.21998,68.65208,66.45332,68.70596,61.68010,60.55303
26-02-2014,60.57083,55.13587,49.23641,45.96446,41.13786,38.99199,33.84308,26.38764,34.59446,48.05646,55.40512,62.43049,65.80921,68.43704,67.20370,66.50720,58.78334,47.78903,40.92333,45.32135,44.67774,39.20603,31.05459,30.94682
27-02-2014,35.11301,43.33729,55.99435,64.41471,70.42177,71.44057,73.85387,72.62103,68.86662,66.50720,60.55353,64.36133,74.98094,76.53659,75.19498,70.74308,65.70194,57.01366,34.75462,26.49491,37.16892,39.85064,46.23289,44.40931
28-02-2014,44.19544,35.82747,25.04703,13.19407,11.26273,7.02586,6.91859,4.93437,9.01059,28.90921,46.23289,56.10162,60.92922,57.12043,54.27805,58.19361,52.29383,41.19125,43.44439,47.57400,38.24110,35.18369,41.83436,42.53236
01-03-2014,43.26478,47.48436,43.06870,43.98024,39.63610,31.75109,29.49944,33.89746,34.43331,37.43634,50.89933,50.52414,55.99435,58.40765,62.64452,59.05127,58.30088,51.64971,28.42575,16.94898,3.43260,2.89576,17.91390,33.36062
02-03-2014,21.02537,28.81924,24.13600,19.46955,21.72220,18.34248,31.48366,44.99904,57.22819,60.71418,63.61044,68.49093,74.33733,73.69422,75.62406,77.60928,77.44813,76.53609,77.60928,76.64386,75.03483,75.03483,71.38719,71.81626
03-03-2014,71.08351,70.01049,68.59820,67.47212,57.60339,48.27050,65.48690,54.70763,51.70360,57.87181,60.49915,69.34908,83.67022,82.91884,75.62506,62.21545,60.87484,30.35709,15.55449,32.50197,29.44506,6.70455,2.73561,3.00353
04-03-2014,2.57445,2.43076,2.73561,2.03811,1.55565,1.28723,2.41430,3.80780,6.75794,14.48130,31.80497,58.67657,70.47515,74.28395,73.05010,68.65208,60.44576,44.30205,22.63323,5.57748,2.84188,4.18399,3.27145,1.50127
05-03-2014,1.78815,11.15596,14.32015,6.59729,7.34767,4.18299,2.30653,3.27195,5.84640,13.51638,46.12562,63.61044,68.65208,67.74054,65.05882,65.38013,58.99688,42.63963,21.93624,26.65657,23.06281,14.80311,13.78380,16.41164
06-03-2014,17.09184,13.51621,27.46183,34.21877,37.97318,33.25285,32.50297,35.34584,37.65187,43.33663,48.75345,54.92117,63.28914,59.15903,60.71468,65.75532,72.67441,70.04707,73.05060,69.72477,73.10349,69.24181,70.31450,67.36386
07-03-2014,68.22234,67.86577,57.97908,48.16373,52.29333,54.76051,55.61866,59.64100,61.08987,55.94047,51.64971,50.84545,50.36249,55.94047,61.19664,62.16256,66.02424,54.01013,53.15198,49.45095,41.61983,35.07742,30.35659,33.73581
08-03-2014,36.93509,40.87127,27.37901,49.49735,51.59034,48.47655,35.05597,30.11661,27.70082,40.96075,44.23569,60.39487,65.01192,73.54753,79.02323,86.27062,79.02274,68.55429,63.99162,54.48960,49.87304,42.41112,39.02891,51.59034
09-03-2014,54.97222,54.47130,50.46327,42.73243,39.13568,41.01513,43.21639,49.44297,53.52268,57.49612,62.32721,71.50793,78.54028,86.10947,89.70672,88.74030,78.96985,61.79036,69.25279,65.92396,63.66982,65.06581,63.34751,60.39487
10-03-2014,60.34132,62.41685,55.88509,54.86578,48.74547,43.96727,39.08229,25.92963,41.06801,52.44999,64.04551,69.03775,69.78913,70.00417,70.91720,71.50743,71.61470,69.52171,73.49365,77.25205,78.75531,77.78840,76.98313,73.86984
11-03-2014,72.15121,68.71594,65.17308,64.26054,60.44876,61.14625,56.15351,48.69159,55.02644,66.19338,69.68236,72.74227,73.22523,75.64102,76.44629,77.09090,74.35280,65.81669,62.38159,59.42845,57.38785,53.68433,50.51666,48.79886
12-03-2014,45.30971,45.81063,44.50461,37.90134,26.73440,15.94415,17.66244,11.11256,18.84290,31.35195,33.92840,40.04871,49.44347,54.75802,52.18057,53.46929,51.37580,32.53290,21.63538,13.63612,8.85791,10.46844,6.01255,2.36241
13-03-2014,2.29106,2.29106,1.82507,2.14787,2.30803,1.55665,1.98622,2.68422,3.00652,13.09928,40.90736,61.52194,54.00664,61.95152,62.54224,38.00811,21.31258,7.94538,4.93886,2.46968,1.82507,2.95264,4.61655,5.42182
14-03-2014,2.36224,4.43844,3.91956,1.66392,1.66441,1.44938,2.84537,7.03235,9.98549,12.02559,18.62886,34.46524,43.16200,43.80661,70.21920,59.21392,56.85151,44.98757,34.46574,35.16374,26.89605,32.80133,40.04821,41.98105
15-03-2014,41.87378,48.17287,51.59084,61.73648,68.07183,65.81719,61.68310,61.46806,62.48886,63.07959,63.29412,63.29363,66.24626,65.27985,65.76330,65.60215,64.85077,58.78384,57.76454,55.02644,52.34222,51.91265,50.03420,47.72567
16-03-2014,47.24221,47.88616,48.42267,48.37028,43.80711,46.00737,41.98055,46.65098,49.87304,56.79762,61.20064,62.48836,66.46130,65.17258,65.70942,68.82321,62.81117,57.44223,51.64423,45.90010,44.28957,40.04871,42.24947,45.20211
17-03-2014,46.09734,46.31155,48.63820,50.46377,52.34272,51.75150,40.96124,30.60007,37.14946,47.67179,54.38233,61.95152,73.11796,67.53499,66.51469,63.77659,57.87181,49.49685,43.91388,40.96124,37.74018,33.33817,34.46524,35.10985
18-03-2014,32.99823,29.70533,32.63967,30.49280,36.18304,33.44594,36.02239,35.64669,36.82765,48.31590,60.98560,67.32045,67.26657,64.36781,64.47508,61.25352,53.79110,54.27456,55.77832,57.44273,60.39437,61.09287,63.99212,62.48836
19-03-2014,55.54565,50.53512,51.05300,47.29609,52.34222,53.14749,51.05350,47.67179,48.47655,52.23445,52.23545,51.69761,52.34272,54.91917,57.01216,56.26128,55.61667,47.51063,40.20936,45.09484,40.85398,33.87501,32.37175,32.26398
