Date,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00
29-03-2014,35.52346,25.41191,27.09163,25.04604,21.30410,28.28905,32.82927,27.24131,24.09808,31.53206,43.60605,67.60434,80.17725,88.35962,77.38327,79.02972,80.72607,76.93424,35.07443,23.34969,21.45378,31.03314,46.99874,51.98799
30-03-2014,53.35171,47.43114,39.56475,26.49292,25.79442,18.80947,12.47313,15.76603,22.40173,30.08518,31.03314,37.61895,45.45207,57.37638,77.18370,77.33338,66.50670,58.77337,45.40218,32.72948,18.65980,10.62710,8.83097,6.83527
31-03-2014,7.91628,13.77033,15.71614,4.73979,3.99140,2.64430,4.78968,3.34280,4.93936,9.77893,17.66195,27.14152,32.13077,32.57980,38.56690,35.77292,42.15916,29.38668,15.36689,11.77463,5.58796,36.52131,49.29379,34.57550
01-04-2014,43.17364,39.11572,32.03099,32.28045,25.39528,25.49507,13.82022,35.17421,39.56475,47.19831,50.19186,53.68433,59.67143,66.05767,66.35703,59.32218,48.24605,42.85766,20.10668,8.43183,9.08044,20.15657,14.36904,6.13678
02-04-2014,18.62653,26.94195,26.59270,19.00904,16.36474,15.51657,11.47528,13.17162,23.00044,30.33464,33.62755,37.26970,41.90970,52.13766,46.99874,46.20046,29.58625,24.44733,25.54496,19.70754,28.13937,30.03529,34.42583,44.40433
03-04-2014,37.38611,36.25522,40.71228,40.06368,33.37808,17.91141,13.17162,7.63355,8.73119,9.92861,18.16087,18.51012,23.24991,21.10453,10.77678,8.38194,8.58151,3.49248,3.49248,3.39269,7.93291,7.98280,11.82452,31.18281
04-04-2014,28.00632,19.15872,19.50797,11.47528,9.28001,31.73163,36.37163,22.25206,28.63830,47.24820,58.02498,64.36133,69.30068,69.79961,68.40262,64.46111,66.85595,59.67143,49.64304,49.34368,39.11572,40.06368,40.46282,50.29164
05-04-2014,50.89035,53.08562,56.87745,51.43917,51.43917,52.33723,46.20046,48.14626,46.64949,47.89680,49.79272,50.14196,47.69723,45.50196,46.94884,44.45422,39.86411,39.06583,35.37378,37.02024,39.46497,47.09852,49.99229,46.40003
06-04-2014,39.64791,40.77880,39.56475,40.06368,40.01379,38.86626,25.99399,35.07443,38.31744,36.82067,36.02239,33.27830,35.22411,45.45207,48.99444,46.79917,54.93164,73.19230,69.60004,67.55445,64.91014,72.74327,71.99488,75.38757
07-04-2014,71.04692,71.51258,55.58025,33.67744,42.25895,55.87960,53.33508,37.66884,30.28475,30.43443,29.58625,55.53035,72.04477,75.03832,71.74542,68.90154,71.04692,70.49810,61.76692,66.05767,65.55875,69.25079,74.28993,69.94929
08-04-2014,73.57481,76.90097,73.79101,75.23789,75.78671,73.54155,69.79961,72.89294,75.73682,76.58499,79.02972,,,,,,,,,,,,,
09-04-2014,,59.20577,55.87960,50.89035,50.09207,49.09422,36.97034,37.41938,58.32433,62.66498,72.04477,72.84305,77.08391,76.88434,80.52650,76.33553,69.79961,65.35918,61.21810,67.20520,66.80606,64.96004,63.31358,60.66928
10-04-2014,58.47401,59.00620,58.37423,54.53250,46.89895,42.20906,26.49292,26.24346,44.75357,68.95144,78.68047,84.36822,85.76521,81.32478,80.52650,84.76736,84.41811,83.66972,78.33123,61.86670,50.79057,56.07917,54.93164,64.61079
11-04-2014,58.54053,68.11989,73.49165,71.14671,72.39402,72.29423,67.45466,67.40477,70.39832,72.34413,75.68692,82.92134,83.22069,83.52005,82.67187,79.77811,76.53510,73.14241,66.05767,56.37853,48.99444,51.48906,45.85121,49.94239
12-04-2014,53.61781,63.33021,64.61079,60.81896,56.57810,47.64734,42.40863,49.64304,57.97509,62.31573,64.86025,68.90154,72.14456,69.94929,66.70627,60.36993,64.81036,70.64778,73.69122,65.65853,68.95144,71.84520,66.75617,64.06197
13-04-2014,65.99115,72.57696,70.64778,73.84090,76.58499,69.69982,73.64133,75.88649,70.29853,69.94929,70.29853,74.48950,79.17940,80.62628,80.87574,78.28133,78.33123,76.98413,76.33553,76.73467,76.08606,75.13811,83.52005,81.97338
